contract_number,client_account,S3_full_path,file_name,doc_type,S3_vectors,OpenSearch
76394,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76394/Aetna AMD#34 Auth Information 1-6-25.docx,Aetna AMD#34 Auth Information 1-6-25.docx,Amendment,True,--
76394,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76394/Aetna AMD#34 Auth Information 3-19-25.docx,Aetna AMD#34 Auth Information 3-19-25.docx,Amendment,True,--
76394,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76394/CVS Pharmacy - Cotiviti - Amendment#34 - JK - 04282025 - Dynamics_76394.pdf,CVS Pharmacy - Cotiviti - Amendment#34 - JK - 04282025 - Dynamics_76394.pdf,Amendment,True,--
76107,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76107/CVS Pharmacy - Cotiviti - AMD3 - DM - 12172024 - Dynamics - 76107.pdf,CVS Pharmacy - Cotiviti - AMD3 - DM - 12172024 - Dynamics - 76107.pdf,Amendment,True,--
76106,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76106/CVS - Cotiviti - CO 3 - DM - 12232024 - Dynamics_76106.pdf,CVS - Cotiviti - CO 3 - DM - 12232024 - Dynamics_76106.pdf,Amendment,True,--
76106,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76106/FW_ UPDATE_ Payment Integrity RFP 2024 - Cotiviti.msg,FW_ UPDATE_ Payment Integrity RFP 2024 - Cotiviti.msg,Amendment,True,--
76087,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76087/CVS Pharmacy - Cotiviti - AMD 6 - MS- 12232024 - Dynamics_76087.pdf,CVS Pharmacy - Cotiviti - AMD 6 - MS- 12232024 - Dynamics_76087.pdf,Amendment,True,--
76086,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76086/CVS - Cotiviti - AMD 4 - MS - 12262024 - Dynamics_76086.pdf,CVS - Cotiviti - AMD 4 - MS - 12262024 - Dynamics_76086.pdf,Amendment,True,--
76208,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76208/Aetna CV Renewal AMD 12-16-24 FINAL CLEAN.docx,Aetna CV Renewal AMD 12-16-24 FINAL CLEAN.docx,Amendment,True,--
76208,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76208/Aetna CV Renewal AMD 12-3-24.docx,Aetna CV Renewal AMD 12-3-24.docx,Amendment,True,--
76208,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76208/Aetna PPM Renewal AMD 12-10-24.docx,Aetna PPM Renewal AMD 12-10-24.docx,Amendment,True,--
76208,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76208/CVS PHARMACY - Cotiviti - AMD 16 - JK - 12232024 - Dynamics_76208.pdf,CVS PHARMACY - Cotiviti - AMD 16 - JK - 12232024 - Dynamics_76208.pdf,Amendment,True,--
76207,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76207/Aetna - Cotiviti - AMD 1 to SOW - JK - 12232024 - Dynamics_76207.pdf,Aetna - Cotiviti - AMD 1 to SOW - JK - 12232024 - Dynamics_76207.pdf,Amendment,True,--
76207,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76207/Aetna CPR Renewal AMD 12-16-24 FINAL CLEAN.docx,Aetna CPR Renewal AMD 12-16-24 FINAL CLEAN.docx,Amendment,True,--
76207,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76207/Aetna CPR Renewal AMD 12-3-24.docx,Aetna CPR Renewal AMD 12-3-24.docx,Amendment,True,--
76206,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76206/Aetna PPM Renewal AMD 12-10-24.docx,Aetna PPM Renewal AMD 12-10-24.docx,Amendment,True,--
76206,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76206/Aetna PPM Renewal AMD 12-16-24 Final Clean.docx,Aetna PPM Renewal AMD 12-16-24 Final Clean.docx,Amendment,True,--
76206,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76206/Aetna PPM Renewal AMD 12-3-24.docx,Aetna PPM Renewal AMD 12-3-24.docx,Amendment,True,--
76206,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76206/CVS Pharmacy - Cotiviti - AMD 32 - JK - 12232024 - Dynamics_76206.pdf,CVS Pharmacy - Cotiviti - AMD 32 - JK - 12232024 - Dynamics_76206.pdf,Amendment,True,--
76205,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76205/Aetna PCCV Renewal AMD 12-16-24 FINAL CLEAN.docx,Aetna PCCV Renewal AMD 12-16-24 FINAL CLEAN.docx,Amendment,True,--
76205,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76205/Aetna PCCV Renewal AMD 12-3-24.docx,Aetna PCCV Renewal AMD 12-3-24.docx,Amendment,True,--
76205,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76205/CVS Pharmacy - Cotiviti - Amd 1 - JK  - 12232024 - Dynamics_76205.pdf,CVS Pharmacy - Cotiviti - Amd 1 - JK  - 12232024 - Dynamics_76205.pdf,Amendment,True,--
76094,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76094/Aetna - Cotiviti - Addendum 1 - JK - 12232024 - Dynamics_76094.pdf,Aetna - Cotiviti - Addendum 1 - JK - 12232024 - Dynamics_76094.pdf,Addendum,True,--
76094,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76094/Aetna ADD#1 to Umbrella AMD#1 11-18-24.docx,Aetna ADD#1 to Umbrella AMD#1 11-18-24.docx,Addendum,True,--
76094,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76094/Aetna ADD#1 to Umbrella AMD#1 12-12-24.docx,Aetna ADD#1 to Umbrella AMD#1 12-12-24.docx,Addendum,True,--
76073,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76073/Aetna-Cotiviti_SOW MRR Off-Cycle Storage_ctv 12.9.24 clean.docx,Aetna-Cotiviti_SOW MRR Off-Cycle Storage_ctv 12.9.24 clean.docx,SOW,True,--
76073,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76073/Aetna-Cotiviti_SOW MRR Off-Cycle Storage_ctv 12.9.24 redline.docx,Aetna-Cotiviti_SOW MRR Off-Cycle Storage_ctv 12.9.24 redline.docx,SOW,True,--
76073,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/76073/CVS Pharmacy - Cotiviti - SOW - DM - 12232024 - Dynamics_76073.pdf,CVS Pharmacy - Cotiviti - SOW - DM - 12232024 - Dynamics_76073.pdf,SOW,True,--
74996,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74996/Aetna Change Order #3 to SIU SOW#1 11-18-24.docx,Aetna Change Order #3 to SIU SOW#1 11-18-24.docx,Amendment,True,--
74996,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74996/Aetna Change Order #3 to SIU SOW#1 6-17-24.docx,Aetna Change Order #3 to SIU SOW#1 6-17-24.docx,Amendment,True,--
74996,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74996/Aetna Change Order #3 to SIU SOW#1 6-20-24.docx,Aetna Change Order #3 to SIU SOW#1 6-20-24.docx,Amendment,True,--
74996,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74996/Aetna Change Order #3 to SIU SOW#1 6-22-24.docx,Aetna Change Order #3 to SIU SOW#1 6-22-24.docx,Amendment,True,--
74996,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74996/Aetna Change Order #3 to SIU SOW#1 clean 12-9-24.docx,Aetna Change Order #3 to SIU SOW#1 clean 12-9-24.docx,Amendment,True,--
74996,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74996/CVS Pharmacy - Cotiviti - AMD - JK - 12232024 - Dynamics_74996.pdf,CVS Pharmacy - Cotiviti - AMD - JK - 12232024 - Dynamics_74996.pdf,Amendment,True,--
69799,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/69799/Aetna - Cotiviti - Amendment 11 - JK - 12302024 - Dynamics_69799.pdf,Aetna - Cotiviti - Amendment 11 - JK - 12302024 - Dynamics_69799.pdf,Amendment,True,--
69799,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/69799/Aetna ADD#1 to AMD#11 PCCV Medicaid 10-13-22.docx,Aetna ADD#1 to AMD#11 PCCV Medicaid 10-13-22.docx,Amendment,True,--
69799,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/69799/Aetna ADD#1 to AMD#11 PCCV Medicaid 10-18-22.docx,Aetna ADD#1 to AMD#11 PCCV Medicaid 10-18-22.docx,Amendment,True,--
69799,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/69799/Aetna ADD#1 to AMD#11 PCCV Medicaid 11-14-24.docx,Aetna ADD#1 to AMD#11 PCCV Medicaid 11-14-24.docx,Amendment,True,--
69799,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/69799/Aetna ADD#1 to AMD#11 PCCV Medicaid redline COT 12-23-24.docx,Aetna ADD#1 to AMD#11 PCCV Medicaid redline COT 12-23-24.docx,Amendment,True,--
75883,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75883/ALIC - Cotiviti - SOW - TE - 12202024 - Dynamics_75883.pdf,ALIC - Cotiviti - SOW - TE - 12202024 - Dynamics_75883.pdf,SOW,True,--
75883,Aetna Life Insurance Company,"s3://ml-legal-restricted/contract-docs/75883/CW2581443 - Aetna - Cotiviti, Inc, ElizaLive Client Portal Order Form 2024 - 2025.docx - signed.pdf","CW2581443 - Aetna - Cotiviti, Inc, ElizaLive Client Portal Order Form 2024 - 2025.docx - signed.pdf",SOW,True,--
73194,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73194/Aetna - Cotiviti - AMD3 to SOW1 - TE - 12122024 - Dynamics_73194.pdf,Aetna - Cotiviti - AMD3 to SOW1 - TE - 12122024 - Dynamics_73194.pdf,Work Order / Change Request,True,--
75571,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75571/Aetna - Cotiviti - Amd 31 - JK - 11212024 - Dynamics_75571.pdf,Aetna - Cotiviti - Amd 31 - JK - 11212024 - Dynamics_75571.pdf,Amendment,True,--
75571,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75571/Aetna - Cotiviti Inc Amendment No 31 to the Health Care Technology Services Agreement 1-11-24.docx,Aetna - Cotiviti Inc Amendment No 31 to the Health Care Technology Services Agreement 1-11-24.docx,Amendment,True,--
75571,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75571/Aetna AMD#32 OH regulatory 10-19-22.docx,Aetna AMD#32 OH regulatory 10-19-22.docx,Amendment,True,--
75571,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75571/Aetna AMD#33 2-27-23.docx,Aetna AMD#33 2-27-23.docx,Amendment,True,--
75571,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75571/Aetna AMD#34 New Field 9-6-24.docx,Aetna AMD#34 New Field 9-6-24.docx,Amendment,True,--
75892,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75892/Aetna Life Insurance Company - Cotiviti - CO 2 - TE - 11222024 - Dynamics_75892.pdf,Aetna Life Insurance Company - Cotiviti - CO 2 - TE - 11222024 - Dynamics_75892.pdf,Work Order / Change Request,True,--
73899,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73899/Aetna Life Insurance Company - Cotiviti - Change Order - TE - 09162024 - Dynamics_73899.pdf,Aetna Life Insurance Company - Cotiviti - Change Order - TE - 09162024 - Dynamics_73899.pdf,Work Order / Change Request,True,--
73899,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73899/Dynamics_-_73899_signed.pdf,Dynamics_-_73899_signed.pdf,Work Order / Change Request,True,--
75473,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75473/Aetna Change Order #4 to SIU SOW#1 8-27-24.docx,Aetna Change Order #4 to SIU SOW#1 8-27-24.docx,SOW,True,--
75473,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75473/Aetna SOW #1 for File Changes 8-30-24.docx,Aetna SOW #1 for File Changes 8-30-24.docx,SOW,True,--
75473,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75473/Aetna SOW #1 for File Changes 8-30-24v.2.docx,Aetna SOW #1 for File Changes 8-30-24v.2.docx,SOW,True,--
75473,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75473/CVS Pharmacy - Cotiviti - SOW - JK - 11012024 - Dynamics_75473.pdf,CVS Pharmacy - Cotiviti - SOW - JK - 11012024 - Dynamics_75473.pdf,SOW,True,--
75543,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75543/CVS - Cotiviti_KickOff_2024.08.27.pdf,CVS - Cotiviti_KickOff_2024.08.27.pdf,NDA,True,--
75543,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75543/CVS_Cotiviti_DRL_20240827.xlsx,CVS_Cotiviti_DRL_20240827.xlsx,NDA,--,--
75543,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75543/Dynamics_-_75543_signed.pdf,Dynamics_-_75543_signed.pdf,NDA,True,--
75543,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75543/KPMG - Cotiviti - NDA - JK - 09102025 - Dynamics_75543.pdf,KPMG - Cotiviti - NDA - JK - 09102025 - Dynamics_75543.pdf,NDA,True,--
75543,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75543/KPMG - Cotiviti NDA redline 8-30-24_kpmg ogc markup 20240904.pdf,KPMG - Cotiviti NDA redline 8-30-24_kpmg ogc markup 20240904.pdf,NDA,True,--
75543,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75543/KPMG NDA Template.docx,KPMG NDA Template.docx,NDA,True,--
75543,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75543/KPMG NDA redline 8-30-24.docx,KPMG NDA redline 8-30-24.docx,NDA,True,--
74843,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74843/Aetna Life Insurance - Cotiviti - Amendment #4 to Schedule #16 - DM - 08162024 - Dynamics_74843.pdf,Aetna Life Insurance - Cotiviti - Amendment #4 to Schedule #16 - DM - 08162024 - Dynamics_74843.pdf,Amendment,True,--
75001,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75001/Aetna ADD#2 to AMD#11 7-1-24.docx,Aetna ADD#2 to AMD#11 7-1-24.docx,Addendum,True,--
75001,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/75001/CVS - Cotiviti - Addendum 2 - JK - 08052024 - Dynamics_75001.pdf,CVS - Cotiviti - Addendum 2 - JK - 08052024 - Dynamics_75001.pdf,Addendum,True,--
74822,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74822/ALIC - Cotiviti - CO 2 - TE - 07112024 - Dynamics_74822.pdf,ALIC - Cotiviti - CO 2 - TE - 07112024 - Dynamics_74822.pdf,Work Order / Change Request,True,--
74822,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74822/Dynamics_74822_signed.pdf,Dynamics_74822_signed.pdf,Work Order / Change Request,True,--
70527,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/70527/ALIC - Cotiviti - CO 3 to SOW 2 - TE - 06212024 - Dynamics_70527.pdf,ALIC - Cotiviti - CO 3 to SOW 2 - TE - 06212024 - Dynamics_70527.pdf,Work Order / Change Request,True,--
70527,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/70527/Aetna - Change Order 3 to SOW 2 - KY Foster Care Engage and Transfer - Increase Billing Cap - For Signature 12-12-2022.docx,Aetna - Change Order 3 to SOW 2 - KY Foster Care Engage and Transfer - Increase Billing Cap - For Signature 12-12-2022.docx,Work Order / Change Request,True,--
74320,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74320/ALIC - Cotiviti - AMD 2 - TE - 06062024 - Dynamics_74320.pdf,ALIC - Cotiviti - AMD 2 - TE - 06062024 - Dynamics_74320.pdf,Amendment,True,--
74221,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74221/Aetna Life Insurance - Cotiviti - Eliza Order Form - TE - 06032024 - Dynamics_74221.pdf,Aetna Life Insurance - Cotiviti - Eliza Order Form - TE - 06032024 - Dynamics_74221.pdf,SOW,True,--
74331,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74331/AMD#15 to Schedule 15 3-20-24.docx,AMD#15 to Schedule 15 3-20-24.docx,Amendment,True,--
74331,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74331/Aetna AMD#15 to Schedule #15 clean 5-16-24.docx,Aetna AMD#15 to Schedule #15 clean 5-16-24.docx,Amendment,True,--
74331,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74331/Aetna Life Insurance Company - Cotiviti - AMD 5 - JK  - 05292024 - Dynamics_74331.pdf,Aetna Life Insurance Company - Cotiviti - AMD 5 - JK  - 05292024 - Dynamics_74331.pdf,Amendment,True,--
73877,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73877/Aetna Life Insurance Company - Cotiviti - Change Order #2 - TE - 04222024 - Dynamics_73877.pdf,Aetna Life Insurance Company - Cotiviti - Change Order #2 - TE - 04222024 - Dynamics_73877.pdf,Work Order / Change Request,True,--
74461,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74461/Aetna Life Insurance Company - Cotiviti - Amendment #1 - JK - 05102024 - Dynamics_74461.pdf,Aetna Life Insurance Company - Cotiviti - Amendment #1 - JK - 05102024 - Dynamics_74461.pdf,Amendment,True,--
74461,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74461/Cotiviti_-_Aetna_Access_Agre_ExlService.pdf,Cotiviti_-_Aetna_Access_Agre_ExlService.pdf,Amendment,True,--
74461,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74461/Dynamics_-_74461_signed.pdf,Dynamics_-_74461_signed.pdf,Amendment,True,--
74461,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74461/Dynamics_74461_signed.pdf,Dynamics_74461_signed.pdf,Amendment,True,--
74461,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74461/EXL AMD#1 to Access Agreement 4-8-24.doc,EXL AMD#1 to Access Agreement 4-8-24.doc,Amendment,True,--
74461,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/74461/EXL AMD#1 to Access Agreement 5-7-24.doc,EXL AMD#1 to Access Agreement 5-7-24.doc,Amendment,True,--
73910,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73910/CVS Pharmacy - Cotiviti - CO1 - DM - 03292024 - Dynamics_73910.pdf,CVS Pharmacy - Cotiviti - CO1 - DM - 03292024 - Dynamics_73910.pdf,Work Order / Change Request,True,--
73910,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73910/CW2526362 - Cotiviti CO 1 to SOW for Medical Record Retrieval Storage (Medicaid).docx - signed.pdf,CW2526362 - Cotiviti CO 1 to SOW for Medical Record Retrieval Storage (Medicaid).docx - signed.pdf,Work Order / Change Request,True,--
78569,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/78569/Aetna - Cotiviti - Aetna Network Intelligence Termination Summary - DM - 04172025 - Dynamics_78569.pdf,Aetna - Cotiviti - Aetna Network Intelligence Termination Summary - DM - 04172025 - Dynamics_78569.pdf,Termination,True,--
73854,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73854/Aetna Life Insurance Company - Cotiviti - Regulatory Addendum-Exhibit - TE - 01262024 - Dynamics_73854.pdf,Aetna Life Insurance Company - Cotiviti - Regulatory Addendum-Exhibit - TE - 01262024 - Dynamics_73854.pdf,Regulatory Addendum/Exhibit,True,--
73745,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73745/CVS Pharmacy - Cotiviti - CO 2 - DM - 01112024 - Dynamics_73745.pdf,CVS Pharmacy - Cotiviti - CO 2 - DM - 01112024 - Dynamics_73745.pdf,Work Order / Change Request,True,--
72429,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/72429/Aetna Life Insurance Company - Cotiviti - Work Order Change Request - TE - 12192023 - Dynamics_72429.pdf,Aetna Life Insurance Company - Cotiviti - Work Order Change Request - TE - 12192023 - Dynamics_72429.pdf,Work Order / Change Request,True,--
73169,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73169/Aetna AMD#1 to SIU Audit SOW 10-16-23.docx,Aetna AMD#1 to SIU Audit SOW 10-16-23.docx,Work Order / Change Request,True,--
73169,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73169/Aetna AMD#1 to SIU Audit SOW 10-23-23.docx,Aetna AMD#1 to SIU Audit SOW 10-23-23.docx,Work Order / Change Request,True,--
73169,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73169/Aetna AMD#1 to SIU Audit SOW 11-28-23.docx,Aetna AMD#1 to SIU Audit SOW 11-28-23.docx,Work Order / Change Request,True,--
73169,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73169/Aetna AMD#1 to SIU Audit SOW 11-29-23.docx,Aetna AMD#1 to SIU Audit SOW 11-29-23.docx,Work Order / Change Request,True,--
73169,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73169/Aetna AMD#1 to SIU Audit SOW 12-5-23.docx,Aetna AMD#1 to SIU Audit SOW 12-5-23.docx,Work Order / Change Request,True,--
73169,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/73169/CVS Pharmacy - Cotiviti - CO2 - JK - 12132023 - Dynamics_ 73169.pdf,CVS Pharmacy - Cotiviti - CO2 - JK - 12132023 - Dynamics_ 73169.pdf,Work Order / Change Request,True,--
73169,Aetna Life Insurance Company,"s3://ml-legal-restricted/contract-docs/73169/CW2408764 - Aetna - Cotiviti, Inc - CO 2 to SIU Audits SOW 2021-2025.docx - signed.pdf","CW2408764 - Aetna - Cotiviti, Inc - CO 2 to SIU Audits SOW 2021-2025.docx - signed.pdf",Work Order / Change Request,True,--
72053,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/72053/Aetna - Cotiviti Inc (fka Eliza Corporation) Amendment No 1 to Amended and Restated Schedule No 027 Final.docx,Aetna - Cotiviti Inc (fka Eliza Corporation) Amendment No 1 to Amended and Restated Schedule No 027 Final.docx,Amendment,True,--
72053,Aetna Life Insurance Company,"s3://ml-legal-restricted/contract-docs/72053/Aetna - Cotiviti, Inc (fka Eliza Corporation) Amendment No 1 to Amended and Restated Schedule No 027 2023-2024.docx","Aetna - Cotiviti, Inc (fka Eliza Corporation) Amendment No 1 to Amended and Restated Schedule No 027 2023-2024.docx",Amendment,True,--
72053,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/72053/Aetna Life Insurance Company - Cotiviti -  AMD 1 - TE - 07172023 - Dynamics_72053.pdf,Aetna Life Insurance Company - Cotiviti -  AMD 1 - TE - 07172023 - Dynamics_72053.pdf,Amendment,True,--
72053,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/72053/CW2431338 - Aetna - Cotiviti Inc (fka Eliza Corporation) Amendment No 1 to Amended and Restated Schedule No 027 2023-2024.docx - signed.pdf,CW2431338 - Aetna - Cotiviti Inc (fka Eliza Corporation) Amendment No 1 to Amended and Restated Schedule No 027 2023-2024.docx - signed.pdf,Amendment,True,--
72053,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/72053/CW2431338 - Aetna - Cotiviti Inc (fka Eliza Corporation) Amendment No 1 to Amended and Restated Schedule No 027 2023-2024.docx - unsigned.pdf,CW2431338 - Aetna - Cotiviti Inc (fka Eliza Corporation) Amendment No 1 to Amended and Restated Schedule No 027 2023-2024.docx - unsigned.pdf,Amendment,True,--
69552,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/69552/Aetna - Change Order 2 to Medicaid Illinicare Welcome Program AEILLINIWEL_SP_Term Renewal - For Signature 11-30-2022.docx,Aetna - Change Order 2 to Medicaid Illinicare Welcome Program AEILLINIWEL_SP_Term Renewal - For Signature 11-30-2022.docx,Amendment,True,--
69552,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/69552/Aetna Life Insurance Company - Cotiviti - Amd CO 2 to SOW 1 - TE - 07132023 - Dynamics_69552.pdf,Aetna Life Insurance Company - Cotiviti - Amd CO 2 to SOW 1 - TE - 07132023 - Dynamics_69552.pdf,Amendment,True,--
69552,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/69552/CW2522771 MSD 69552  Aetna - Cotiviti Inc CO2 to the Medicaid Illinicare Welcome SOW 2022 - signed.pdf,CW2522771 MSD 69552  Aetna - Cotiviti Inc CO2 to the Medicaid Illinicare Welcome SOW 2022 - signed.pdf,Amendment,True,--
71535,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71535/ADD#1 to AMD#6 to SCH 15 redline 7-18-23.docx,ADD#1 to AMD#6 to SCH 15 redline 7-18-23.docx,Addendum,True,--
71535,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71535/Aetna - Cotiviti - Addendum #1 - JK - 07302023 - Dynamics_71535.pdf,Aetna - Cotiviti - Addendum #1 - JK - 07302023 - Dynamics_71535.pdf,Addendum,True,--
71535,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71535/Aetna ADD#1 to AMD#6 State Expansion 4-3-23.docx,Aetna ADD#1 to AMD#6 State Expansion 4-3-23.docx,Addendum,True,--
71641,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71641/Aetna Life Insurance Company - Cotiviti Inc - CO1 - TE - 05312023 -Dynamics_71641.pdf,Aetna Life Insurance Company - Cotiviti Inc - CO1 - TE - 05312023 -Dynamics_71641.pdf,Work Order / Change Request,True,--
71641,Aetna Life Insurance Company,"s3://ml-legal-restricted/contract-docs/71641/Aetna, Cotiviti, Inc, CO 1 To Aetna Ohio Rise Order Form, 2023-2024  CW2479526 - signed.pdf","Aetna, Cotiviti, Inc, CO 1 To Aetna Ohio Rise Order Form, 2023-2024  CW2479526 - signed.pdf",Work Order / Change Request,True,--
71275,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71275/Aetna Life Insurance Company - Cotiviti - Work Order Change Request - TE - 05052023 - Dynamics_71275.pdf,Aetna Life Insurance Company - Cotiviti - Work Order Change Request - TE - 05052023 - Dynamics_71275.pdf,Work Order / Change Request,True,--
71275,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71275/MSD 71275 AEWELHRQ_KY Program Update March 2023.docx,MSD 71275 AEWELHRQ_KY Program Update March 2023.docx,Work Order / Change Request,True,--
71275,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71275/MSD 71275 Aetna - Cotiviti Inc CO No 1 Schedule No 027 2023 - signed.pdf,MSD 71275 Aetna - Cotiviti Inc CO No 1 Schedule No 027 2023 - signed.pdf,Work Order / Change Request,True,--
71451,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71451/Aetna Life Insurance Company - Cotiviti - Amendment #2 - JK - 10092023 - Dynamics_71451.pdf,Aetna Life Insurance Company - Cotiviti - Amendment #2 - JK - 10092023 - Dynamics_71451.pdf,Amendment,True,--
71451,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/71451/Aetna Umbrella AMD#2 4-3-23.docx,Aetna Umbrella AMD#2 4-3-23.docx,Amendment,True,--
