contract_number,account_name,s3_full_path,file_name,doc_type,s3_vectors,opensearch,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,account_type,parent_contract,solution_line,sharepoint_document_url,related_product,document_title
67446,Best Corporate Events,s3://ml-legal-restricted/contract-docs/67446/Dynamics_-_67446_signed.pdf,Dynamics_-_67446_signed.pdf,Other,True,--,Fully-Executed/Complete,CCC22 Best Corporate Events - Charitable Activity,Stephanie Kirtley,Mahalakshmi Vyakaranam,2022-02-07 17:44:37,2022-02-08,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67446/Dynamics_-_67446_signed.pdf,,
72601,SWAT Mobility Pte Ltd,s3://ml-legal-restricted/contract-docs/72601/Dynamics_-_72601_signed.pdf,Dynamics_-_72601_signed.pdf,NDA,True,--,Fully-Executed/Complete,NDA with SWAT Mobility for employee transportation for Philippine,Kaleem Mohammed.1,Manisha Sen,2023-08-07 11:47:42,2023-09-06,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/72601/Dynamics_-_72601_signed.pdf,,
74481,Kaiser Permanente of Southern California,s3://ml-legal-restricted/contract-docs/74481/KFHP - Cotiviti - SOW CO 2 - MS - 05202024 - Dynamics_74481.pdf,KFHP - Cotiviti - SOW CO 2 - MS - 05202024 - Dynamics_74481.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Kaiser - Renewal - EMI Cost Containment Svcs - 2024 - SoCal,Mary Srinivas,Melissa Syracuse,2024-04-08 20:22:27,2024-06-01,Client,71552.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/74481/KFHP - Cotiviti - SOW CO 2 - MS - 05202024 - Dynamics_74481.pdf,Retrospective COB Validation,CONSULTING OR PROFESSIONAL SERVICES STATEMENT OF WORK – CHANGE ORDER # 2
77833,Cross X Fitness,s3://ml-legal-restricted/contract-docs/77833/Q_Cross X Fitness_Gym equipment resale_Hyderabad_11-30-2021.pdf,Q_Cross X Fitness_Gym equipment resale_Hyderabad_11-30-2021.pdf,Quote,True,--,Fully-Executed/Complete,Quotation,Dynamics SVC,Adam Speer,2025-01-23 06:00:09,2021-11-26,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/77833/Q_Cross X Fitness_Gym equipment resale_Hyderabad_11-30-2021.pdf,,Quotation
78043,T3COGNO PVT. LTD.,s3://ml-legal-restricted/contract-docs/78043/MNDA -T3COGNO PRIVATE LIMITED_Cotiviti India_Nov-29-2023.pdf,MNDA -T3COGNO PRIVATE LIMITED_Cotiviti India_Nov-29-2023.pdf,NDA,True,--,Fully-Executed/Complete,Mutual Non-Disclosure Agreement,Dynamics SVC,Mahalakshmi Vyakaranam,2025-01-23 06:03:27,2023-12-07,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78043/MNDA -T3COGNO PRIVATE LIMITED_Cotiviti India_Nov-29-2023.pdf,,Mutual Non-Disclosure Agreement
78042,T3COGNO PVT. LTD.,s3://ml-legal-restricted/contract-docs/78042/India - HR Permanent Placement Agreement_T3COGNO PRIVATE LIMITED_Cotiviti India_Nov-29-2023.pdf,India - HR Permanent Placement Agreement_T3COGNO PRIVATE LIMITED_Cotiviti India_Nov-29-2023.pdf,MSA,True,--,Fully-Executed/Complete,Master Services Agreement,Dynamics SVC,Adam Speer,2025-01-23 06:03:27,2023-12-07,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78042/India - HR Permanent Placement Agreement_T3COGNO PRIVATE LIMITED_Cotiviti India_Nov-29-2023.pdf,,Master Services Agreement
72804,Blue Shield of California,s3://ml-legal-restricted/contract-docs/72804/BSC - Cotiviti - SOW 8 - MS - 06252025 - Dynamics_72804.pdf,BSC - Cotiviti - SOW 8 - MS - 06252025 - Dynamics_72804.pdf,SOW,True,--,Fully-Executed/Complete,A-08 RCCV SOW,Mike McFadden,Melissa Syracuse,2023-08-29 18:44:12,2025-06-25,Client,64563.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/72804/BSC - Cotiviti - SOW 8 - MS - 06252025 - Dynamics_72804.pdf,Retrospective Clinical Chart Validation,Exhibit A-08 STATEMENT OF WORK RETROSPECTIVE CLINICAL CHART VALIDATION
75862,Blue Shield of California,s3://ml-legal-restricted/contract-docs/75862/BSOC - Cotiviti - AMD 8 - JK - 09022025 - Dynamics_75862.pdf,BSOC - Cotiviti - AMD 8 - JK - 09022025 - Dynamics_75862.pdf,Amendment,True,--,Fully-Executed/Complete,BSC Amendment 8 and BAA,Mike McFadden,Jeffrey Koslowski,2024-10-16 17:22:20,2025-01-15,Client,64563.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/75862/BSOC - Cotiviti - AMD 8 - JK - 09022025 - Dynamics_75862.pdf,Payment Policy Management,Amendment No. 8 to the Services Agreement
75900,Blue Shield of California,s3://ml-legal-restricted/contract-docs/75900/Blue Shield of California - Cotiviti - Letter - TE - 12202024 - Dynamics_75900.pdf,Blue Shield of California - Cotiviti - Letter - TE - 12202024 - Dynamics_75900.pdf,Letter,True,--,Fully-Executed/Complete,BSCA Assignment Letter,Moira Hubbard,Timothy Ellebracht,2024-10-22 14:56:10,2024-12-20,Client,3670.0,Performance Analytics,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/75900/Blue Shield of California - Cotiviti - Letter - TE - 12202024 - Dynamics_75900.pdf,DxCG,Assignment of License Agreement
73136,Blue Shield of California,s3://ml-legal-restricted/contract-docs/73136/Blue Shield of California - Cotiviti  - Amendment 7 - JK - 11282023 - Dynamics_73136.pdf,Blue Shield of California - Cotiviti  - Amendment 7 - JK - 11282023 - Dynamics_73136.pdf,Amendment,True,--,Fully-Executed/Complete,MSA Amendment #7,Mike McFadden,Jeffrey Koslowski,2023-10-10 20:17:07,2023-11-15,Client,64563.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/73136/Blue Shield of California - Cotiviti  - Amendment 7 - JK - 11282023 - Dynamics_73136.pdf,Data Mining,Amendment No. 7 to the Services Agreement
72116,Blue Shield of California,s3://ml-legal-restricted/contract-docs/72116/BSC - Cotiviti - Amendment 06 - TE - 06202023 - Dynamics_72116.pdf,BSC - Cotiviti - Amendment 06 - TE - 06202023 - Dynamics_72116.pdf,Amendment,True,--,Fully-Executed/Complete,DxCG Renewal Amendment 6,Moira Hubbard,Timothy Ellebracht,2023-06-01 18:17:54,2023-06-26,Client,3670.0,Performance Analytics,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/72116/BSC - Cotiviti - Amendment 06 - TE - 06202023 - Dynamics_72116.pdf,DxCG,Amendment No. 6 to the LICENSE AGREEMENT
71626,Blue Shield of California,s3://ml-legal-restricted/contract-docs/71626/Blue Shield of California - Cotiviti - Amendment 01 - JK - 05032023 - Dynamics_71626.pdf,Blue Shield of California - Cotiviti - Amendment 01 - JK - 05032023 - Dynamics_71626.pdf,Amendment,True,--,Fully-Executed/Complete,Amendment #1 to SOW A-05,Erin Hall,Jeffrey Koslowski,2023-04-06 19:29:45,2023-04-01,Client,67756.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/71626/Blue Shield of California - Cotiviti - Amendment 01 - JK - 05032023 - Dynamics_71626.pdf,Accent COB,Amendment No. 1 To Exhibit A-05 to the Services Agreement
70573,Blue Shield of California,s3://ml-legal-restricted/contract-docs/70573/CPS - Cotiviti - AMD5 - AS - 12222022 - Dynamics_70573.pdf,CPS - Cotiviti - AMD5 - AS - 12222022 - Dynamics_70573.pdf,Amendment,True,--,Fully-Executed/Complete,BSCA- Amend 5 to MSA 1- DxCG,Moira Hubbard,Adam Speer,2022-12-15 21:38:33,2022-12-22,Client,3670.0,Performance Analytics,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70573/CPS - Cotiviti - AMD5 - AS - 12222022 - Dynamics_70573.pdf,DxCG,Amendment No. 5 to the LICENSE AGREEMENT
70082,Blue Shield of California,s3://ml-legal-restricted/contract-docs/70082/Blue Shield of California - Cotiviti - Termination - JK - 11082022 - Dynamics_70082.pdf,Blue Shield of California - Cotiviti - Termination - JK - 11082022 - Dynamics_70082.pdf,Termination,True,--,Fully-Executed/Complete,BSC - CBA legacy contract termination (tied to 69038),Kev Smith,Jeffrey Koslowski,2022-11-09 18:15:06,2022-11-08,Client,69038.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70082/Blue Shield of California - Cotiviti - Termination - JK - 11082022 - Dynamics_70082.pdf,Data Mining,Notification of termination of the following agreement:
69038,Blue Shield of California,s3://ml-legal-restricted/contract-docs/69038/Blue Shield California - Cotiviti - SOW - JK - 11172022 - Dynamics_69038.pdf,Blue Shield California - Cotiviti - SOW - JK - 11172022 - Dynamics_69038.pdf,SOW,True,--,Fully-Executed/Complete,A-07 BSC - CBA SOW,Kev Smith,Jeffrey Koslowski,2022-07-22 20:14:43,2022-11-01,Client,64562.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/69038/Blue Shield California - Cotiviti - SOW - JK - 11172022 - Dynamics_69038.pdf,Payment Analytics,STATEMENT OF WORK CREDIT BALANCE AUDIT SERVICES
69016,Blue Shield of California,s3://ml-legal-restricted/contract-docs/69016/CPS BSC - Cotiviti - SOW A-O6 - JK - 09212022 - Dynamics_69016.pdf,CPS BSC - Cotiviti - SOW A-O6 - JK - 09212022 - Dynamics_69016.pdf,SOW,True,--,Fully-Executed/Complete,BSC - A-06 ASO Expansion for COB/DM,Kev Smith,Jeffrey Koslowski,2022-07-20 20:01:27,2022-08-29,Client,62730.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/69016/CPS BSC - Cotiviti - SOW A-O6 - JK - 09212022 - Dynamics_69016.pdf,Accent COB,Exhibit A-06 STATEMENT OF WORK ASO CLAIMS RECOVERY SERVICES
69006,Blue Shield of California,s3://ml-legal-restricted/contract-docs/69006/Community Hospital of the Monterey Peninsula - Cotiviti - NDA - JK 08012022 - Dynamics_69006.pdf,Community Hospital of the Monterey Peninsula - Cotiviti - NDA - JK 08012022 - Dynamics_69006.pdf,NDA,True,--,Fully-Executed/Complete,BSCA - CBA - CHOMP NDA,Erin Hall,Jeffrey Koslowski,2022-07-20 13:38:58,2022-08-01,Client,,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/69006/Community Hospital of the Monterey Peninsula - Cotiviti - NDA - JK 08012022 - Dynamics_69006.pdf,Payment Analytics,"Confidentiality agreement between Cotiviti, Inc. and Community Hospital of the Monterey Peninsula."
68096,Blue Shield of California,s3://ml-legal-restricted/contract-docs/68096/Blue Shield of California - Cotiviti - NDA - MS - 04122022 - Dynamics_68096.pdf,Blue Shield of California - Cotiviti - NDA - MS - 04122022 - Dynamics_68096.pdf,NDA,True,--,Fully-Executed/Complete,BSC - Mutual Non Disclosure Agreement 2022,Brian Rousey,Manisha Sen,2022-04-07 22:30:16,2022-04-08,Client,66195.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68096/Blue Shield of California - Cotiviti - NDA - MS - 04122022 - Dynamics_68096.pdf,Eliza Standard,MUTUAL CONFIDENTIALITY AND NON-DISCLOSURE AGREEMENT
67756,Blue Shield of California,s3://ml-legal-restricted/contract-docs/67756/BSC - Cotiviti - SOW - JK - 05112022 - Dynamics_67756.pdf,BSC - Cotiviti - SOW - JK - 05112022 - Dynamics_67756.pdf,SOW,True,--,Fully-Executed/Complete,BSC - A-05 DM/COB Renewal/Expansion Amendment,Kev Smith,Jeffrey Koslowski,2022-03-09 11:53:00,2022-04-01,Client,62730.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67756/BSC - Cotiviti - SOW - JK - 05112022 - Dynamics_67756.pdf,Data Mining,Statement of Work
63341,Blue Shield of California,s3://ml-legal-restricted/contract-docs/63341/Blue Shield of California - Cotiviti - RA - JK - 11192021 - Dynamics_63341.pdf,Blue Shield of California - Cotiviti - RA - JK - 11192021 - Dynamics_63341.pdf,Regulatory Addendum/Exhibit,True,--,Fully-Executed/Complete,BSC - Federal Vaccine Flowdown,Kev Smith,Jeffrey Koslowski,2021-11-18 10:45:44,2021-11-16,Client,63012.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63341/Blue Shield of California - Cotiviti - RA - JK - 11192021 - Dynamics_63341.pdf,Accent COB,Federal COVID-19 Mandate
63013,Blue Shield of California,s3://ml-legal-restricted/contract-docs/63013/BCBS CA - Cotiviti - Amendment 6 - JK - 11112021 - Dynamics_63013.pdf,BCBS CA - Cotiviti - Amendment 6 - JK - 11112021 - Dynamics_63013.pdf,Amendment,True,--,Fully-Executed/Complete,BSC - Assignment Amendment,Kev Smith,Jeffrey Koslowski,2021-10-14 11:57:48,2021-10-22,Client,64563.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63013/BCBS CA - Cotiviti - Amendment 6 - JK - 11112021 - Dynamics_63013.pdf,Accent COB,Amendment No. 6 To the Services Agreement
64570,Blue Shield of California,s3://ml-legal-restricted/contract-docs/64570/48714_BSCA 2020 FDR Attestation HMS Claims Recovery 011221 (13185).pdf,48714_BSCA 2020 FDR Attestation HMS Claims Recovery 011221 (13185).pdf,Attestation,True,--,Fully-Executed/Complete,Blue Shield CA Accent Medicare Compliance Attestation January 2020 (CI CID 13185),Dynamics SVC,Dynamics SVC,2021-11-29 20:14:09,2021-01-12,Client,64563.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64570/48714_BSCA 2020 FDR Attestation HMS Claims Recovery 011221 (13185).pdf,Accent COB,"2020 Medicare Compliance Attestation for First Tier, Downstream, and Related Entities for Blue Shield of California and Blue Shield of California Promise Health Plan"
58722,Blue Shield of California,s3://ml-legal-restricted/contract-docs/58722/Blue Shield of California - Cotiviti - Amendment 4 - DS - 06152020 - Dynamics 58722.pdf,Blue Shield of California - Cotiviti - Amendment 4 - DS - 06152020 - Dynamics 58722.pdf,Amendment,True,--,Fully-Executed/Complete,DxCG Renewal Amendment 4,Jay Dupras,ihtech Simko,2020-02-06 17:54:24,2020-06-26,Client,3670.0,Performance Analytics,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58722/Blue Shield of California - Cotiviti - Amendment 4 - DS - 06152020 - Dynamics 58722.pdf,DxCG,Amendment No. 4 to the LICENSE AGREEMENT
64569,Blue Shield of California,s3://ml-legal-restricted/contract-docs/64569/38619_BSCA Accent CFR 42 Part 2 Amendment Signed 050120.pdf,38619_BSCA Accent CFR 42 Part 2 Amendment Signed 050120.pdf,Amendment,True,--,Fully-Executed/Complete,BSCA Accent Amendment 6 050120 (CI CID 11087),Dynamics SVC,Dynamics SVC,2021-11-29 20:14:08,2020-05-01,Client,64563.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64569/38619_BSCA Accent CFR 42 Part 2 Amendment Signed 050120.pdf,Accent COB,AMENDMENT NO. 6 TO THE SERVICES AGREEMENT
65997,Blue Shield of California,s3://ml-legal-restricted/contract-docs/65997/39566_BlueShield of CA BAA eff 041020.pdf,39566_BlueShield of CA BAA eff 041020.pdf,BAA,True,--,Fully-Executed/Complete,BlueShield of CA BAA eff 041020 (CI CID 11430),Dynamics SVC,Dynamics SVC,2021-11-29 20:58:17,2020-04-10,Client,64562.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/65997/39566_BlueShield of CA BAA eff 041020.pdf,Record Import/Clean Up,BUSINESS ASSOCIATE AGREEMENT
64580,Blue Shield of California,s3://ml-legal-restricted/contract-docs/64580/50431_BSC PHP Exhibit A-9 SOW 040120.pdf,50431_BSC PHP Exhibit A-9 SOW 040120.pdf,SOW,True,--,Fully-Executed/Complete,BSC PHP Exhibit A-9 SOW 040120 (CI CID 11449),Dynamics SVC,Dynamics SVC,2021-11-29 20:14:21,2020-04-01,Client,64571.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64580/50431_BSC PHP Exhibit A-9 SOW 040120.pdf,Eliza Standard,Exhibit A-9 Statement of Work
64577,Blue Shield of California,s3://ml-legal-restricted/contract-docs/64577/36414_BSCA Promise HP Eliza NDA 022420.pdf,36414_BSCA Promise HP Eliza NDA 022420.pdf,NDA,True,--,Fully-Executed/Complete,BSCA Promise HP Eliza NDA 022420 (CI CID 11102),Dynamics SVC,Dynamics SVC,2021-11-29 20:14:17,2020-02-24,Client,,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64577/36414_BSCA Promise HP Eliza NDA 022420.pdf,Eliza Standard,MUTUAL CONFIDENTIALITY AND NON-DISCLOSURE AGREEMENT
64576,Blue Shield of California,s3://ml-legal-restricted/contract-docs/64576/28844_SIGNED_BlueShield of CA CO1 to SOW A-6 (9362).pdf,28844_SIGNED_BlueShield of CA CO1 to SOW A-6 (9362).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,BSC - CO1 to SOW A-6 111919 (CI CID 9362),Dynamics SVC,Dynamics SVC,2021-11-29 20:14:16,2019-11-19,Client,66814.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64576/28844_SIGNED_BlueShield of CA CO1 to SOW A-6 (9362).pdf,Eliza Standard,Change Order 1 to Statement of Work A-6
57496,Blue Shield of California,s3://ml-legal-restricted/contract-docs/57496/BCBSCA - Cotiviti - Work Order3 - DS -11012019 - Dynamics 57496.pdf,BCBSCA - Cotiviti - Work Order3 - DS -11012019 - Dynamics 57496.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Work Order #3 - 6 Additional DxCG licenses,Jay Dupras,ihtech Simko,2019-08-27 17:36:19,2019-11-01,Client,12796.0,Performance Analytics,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/57496/BCBSCA - Cotiviti - Work Order3 - DS -11012019 - Dynamics 57496.pdf,DxCG,"This Work Order (“Work Order”) is between Cotiviti, Inc., f/k/a Verscend Technologies, Inc. (“Cotiviti”) and California Physicians’ Service d/b/a Blue Shield of California (the “Client”)."
64568,Blue Shield of California,s3://ml-legal-restricted/contract-docs/64568/37142_Blue Shield CA Accent Amd 5 070218.pdf,37142_Blue Shield CA Accent Amd 5 070218.pdf,Amendment,True,--,Fully-Executed/Complete,Blue Shield CA Accent Amd 5 070218 (CI CID 11201),Dynamics SVC,Dynamics SVC,2021-11-29 20:14:06,2018-07-02,Client,64563.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64568/37142_Blue Shield CA Accent Amd 5 070218.pdf,Accent COB,Amendment No. 5 to the Services Agreement
66815,Blue Shield of California,s3://ml-legal-restricted/contract-docs/66815/12160_BSC - Eliza SOW Exhbit A-05 HOS CHAPS - Fully Executed.pdf,12160_BSC - Eliza SOW Exhbit A-05 HOS CHAPS - Fully Executed.pdf,SOW,True,--,Fully-Executed/Complete,BlueShield of CA SOW A-5 111517 (CI CID 4401 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:09:53,2017-11-15,Client,64571.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66815/12160_BSC - Eliza SOW Exhbit A-05 HOS CHAPS - Fully Executed.pdf,Eliza Standard,Exhbit A-5 Statement of Work
66813,Blue Shield of California,s3://ml-legal-restricted/contract-docs/66813/11082_7.1.3.9.2 BSC Ex A-3 FEP&PPO MbrEngagCmgn 9116.pdf,11082_7.1.3.9.2 BSC Ex A-3 FEP&PPO MbrEngagCmgn 9116.pdf,SOW,True,--,Fully-Executed/Complete,BlueShield of CA SOW A-3 090116 (CI CID 4401 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:09:51,2016-09-01,Client,64571.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66813/11082_7.1.3.9.2 BSC Ex A-3 FEP&PPO MbrEngagCmgn 9116.pdf,Eliza Standard,Exhibit A-3 Statement of Work
66812,Blue Shield of California,s3://ml-legal-restricted/contract-docs/66812/11081_7.1.3.9.3 BlueShield of California - SOW A-2 - 2016 Medicare Outreach - Fully Executed 83016.pdf,11081_7.1.3.9.3 BlueShield of California - SOW A-2 - 2016 Medicare Outreach - Fully Executed 83016.pdf,SOW,True,--,Fully-Executed/Complete,BlueShield of CA SOW A-2 083016 (CI CID 4401 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:09:50,2016-08-30,Client,64571.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66812/11081_7.1.3.9.3 BlueShield of California - SOW A-2 - 2016 Medicare Outreach - Fully Executed 83016.pdf,Eliza Standard,Exhibit A-2 Statement of Work
66814,Blue Shield of California,s3://ml-legal-restricted/contract-docs/66814/12158_BlueShield of CA - SOW A-06 - Direct Mail Program - Fully Executed 6-8-18.pdf,12158_BlueShield of CA - SOW A-06 - Direct Mail Program - Fully Executed 6-8-18.pdf,SOW,True,--,Fully-Executed/Complete,BlueShield of CA SOW A-6 060818 (CI CID 4401 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:09:52,2016-06-08,Client,64571.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66814/12158_BlueShield of CA - SOW A-06 - Direct Mail Program - Fully Executed 6-8-18.pdf,Eliza Standard,Statement of Work A-6
64567,Blue Shield of California,s3://ml-legal-restricted/contract-docs/64567/36961_Blue Shield CA Accent Amd 4 030315.pdf,36961_Blue Shield CA Accent Amd 4 030315.pdf,Amendment,True,--,Fully-Executed/Complete,Blue Shield CA Accent Amd 4 030315 (CI CID 11200),Dynamics SVC,Dynamics SVC,2021-11-29 20:14:05,2015-03-03,Client,64563.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64567/36961_Blue Shield CA Accent Amd 4 030315.pdf,Accent COB,Amendment No. 4 to the Services Agreement
11156,Blue Shield of California,s3://ml-legal-restricted/contract-docs/00011156/Verisk_DxCG_Amendment_No_2_201407_client executed.pdf,Verisk_DxCG_Amendment_No_2_201407_client executed.pdf,Amendment,True,--,Fully-Executed/Complete,BSCA- Amend 2 to MSA and SOW #03670,Kathy Mullarkey (Non User),,2014-07-21 18:41:50,2014-06-26,Client,3670.0,Performance Analytics,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00011156/Verisk_DxCG_Amendment_No_2_201407_client executed.pdf,DxCG,Amendment No. 2 to the LICENSE AGREEMENT
10197,Blue Shield of California,s3://ml-legal-restricted/contract-docs/00010197/BSCA-RQI-Supplier Security Attestation Letter-Executed.pdf,BSCA-RQI-Supplier Security Attestation Letter-Executed.pdf,Letter,True,--,Fully-Executed/Complete,BSCA-RQI-Supplier Security Attestation Letter-Executed,Dynamics SVC,,2014-01-16 16:55:18,2014-01-17,Client,,Record Import/Clean Up,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00010197/BSCA-RQI-Supplier Security Attestation Letter-Executed.pdf,Record Import/Clean Up,Blue Shield of California – Supplier Security Attestation
9625,Blue Shield of California,s3://ml-legal-restricted/contract-docs/00009625/BCCA-RQI-NDA-Executed.pdf,BCCA-RQI-NDA-Executed.pdf,NDA,True,--,Fully-Executed/Complete,BCCA-RQI-NDA-Executed,Dynamics SVC,,2013-08-27 18:12:14,2013-08-22,Client,,Record Import/Clean Up,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00009625/BCCA-RQI-NDA-Executed.pdf,Record Import/Clean Up,Mutual Confidential and Non-Disclosure Agreement
9254,Blue Shield of California,s3://ml-legal-restricted/contract-docs/00009254/Blue Shield of CA BAA 5-14-2013.pdf,Blue Shield of CA BAA 5-14-2013.pdf,BAA,True,--,Fully-Executed/Complete,BSCA- BAA 2,Dynamics SVC,,2013-05-31 15:15:10,2013-04-15,Client,3670.0,Performance Analytics,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00009254/Blue Shield of CA BAA 5-14-2013.pdf,Record Import/Clean Up,Business Associate Agreement
66842,Blue Shield of California,s3://ml-legal-restricted/contract-docs/66842/14434_Blue Shield of CA Exh A-2 Amendment 1 eff 04 01 13.pdf,14434_Blue Shield of CA Exh A-2 Amendment 1 eff 04 01 13.pdf,Amendment,True,--,Fully-Executed/Complete,Blue Shield of CA Exh A-2 Amendment 1 eff 04 01 13 (CI CID 6719 Amnd),Rebecca Lissing,Dynamics SVC,2022-01-14 00:10:33,2013-04-01,Client,,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66842/14434_Blue Shield of CA Exh A-2 Amendment 1 eff 04 01 13.pdf,HIBIS,Amendment No.1 To Exhibit A-2 to the Consulting Agreemen
64566,Blue Shield of California,s3://ml-legal-restricted/contract-docs/64566/37143_Blue Shield CA Accent Amd 3 010112.pdf,37143_Blue Shield CA Accent Amd 3 010112.pdf,Amendment,True,--,Fully-Executed/Complete,Blue Shield CA Accent Amd 3 010112 (CI CID 11199),Dynamics SVC,Dynamics SVC,2021-11-29 20:14:04,2012-01-01,Client,64563.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64566/37143_Blue Shield CA Accent Amd 3 010112.pdf,Accent COB,Amendment No. 3 To the Consulting Agreement
66843,Blue Shield of California,s3://ml-legal-restricted/contract-docs/66843/14435_Blue Shield of CA Exh A-2 SOW eff 07 01 10.pdf,14435_Blue Shield of CA Exh A-2 SOW eff 07 01 10.pdf,SOW,True,--,Fully-Executed/Complete,Blue Shield of CA Exh A-2 SOW eff 07 01 10 (CI CID 6719 Amnd),Rebecca Lissing,Dynamics SVC,2022-01-14 00:10:34,2010-07-01,Client,,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66843/14435_Blue Shield of CA Exh A-2 SOW eff 07 01 10.pdf,HIBIS,Exhibit A-2 Statement of Work
66839,Blue Shield of California,s3://ml-legal-restricted/contract-docs/66839/31701_Blue Shield CA Accent Amd 2 070110.pdf,31701_Blue Shield CA Accent Amd 2 070110.pdf,Amendment,True,--,Fully-Executed/Complete,Blue Shield CA Accent Amd 2 070110 (CI CID 10268 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:10:30,2010-07-01,Client,64563.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66839/31701_Blue Shield CA Accent Amd 2 070110.pdf,Accent COB,AMENDMENT NUMBER TWO TO THE SERVICES AGREEMENT
66841,Blue Shield of California,s3://ml-legal-restricted/contract-docs/66841/14433_Blue Shield of CA Amendment 2 effective 05 20 10.pdf,14433_Blue Shield of CA Amendment 2 effective 05 20 10.pdf,Amendment,True,--,Fully-Executed/Complete,Blue Shield of CA Amendment 2 effective 05 20 10 (CI CID 6719 Amnd),Rebecca Lissing,Dynamics SVC,2022-01-14 00:10:32,2010-05-20,Client,64562.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66841/14433_Blue Shield of CA Amendment 2 effective 05 20 10.pdf,HIBIS,Amendment No 2 To the Consulting Agreement No.10681
